Sports_tags,number,overlap_num,overlap_word
네이마르카바니,1,0,[]
마티치스폐셜,1,0,[]
일본브라질,1,2,"['일본브라질축구', '일본브라질하이라이트']"
pacers,1,11,"['clevelandcavaliersvsindianapacersfullgamehighlights', 'indianapacers', 'cavaliersvspacersfullgamehighlights', 'pacersvscavaliersfullgamehighlights', 'clevelandcavaliersvsindianapacershighlights', 'cavaliersvspacersgame2', 'pacersvscavaliersgame2', 'cavsvspacers', 'pacersvscavaliersgame5', 'cavaliersvspacersgame5', 'pacersvscavaliers']"
호날두메시,1,0,[]
bostoncelticsvsphiladelphiasixersfullgamehighlights,1,0,[]
goldenstatevspelicans,1,0,[]
celticsvssixersfullgamehighlights,1,0,[]
야구투표,1,0,[]
야구팬직접투표,1,0,[]
추신수타점,1,0,[]
아프리카체육대회,1,0,[]
살찌는법,1,0,[]
네이마르페널티킥,1,0,[]
game7houstonrocketsvsgoldenstate,1,0,[]
kevindurant,1,0,[]
gmae7westfinalsgullhighlights,1,0,[]
jamesharden,1,0,[]
식단,1,0,[]
klaythompson,1,0,[]
류현진피칭,1,0,[]
warriorsvsrocketsgame7highlights,1,0,[]
pacersvscavaliers,1,3,"['pacersvscavaliersfullgamehighlights', 'pacersvscavaliersgame2', 'pacersvscavaliersgame5']"
game2,1,9,"['cavaliersvspacersgame2', 'pacersvscavaliersgame2', 'raptorsvscavsgame2', 'raptorsvscavaliersgame2', 'cavaliersvsraptorsgame2', 'celticsvscavaliersgame2', 'cavaliersvscelticsgame2', 'warriorsvspelicansgame2', 'pelicansvswarriorsgame2']"
spursvsgswarriors,1,1,['spursvsgswarriorsfullgamehighlights']
추신수4득점,1,0,[]
추신수득점,1,0,[]
추신수타석모음,1,0,[]
fullgamehighlightsgame7,1,0,[]
루카쿠,1,1,['루카쿠스폐셜']
무리뉴맨유,1,0,[]
레알마르셀루,1,0,[]
류현진시즌2승,1,0,[]
포수순위,1,0,[]
포수투표,1,0,[]
nbafinals,1,1,['2018nbafinals']
cavaliersvswarriorsgame1,1,0,[]
warriorsvscavaliersgame1,1,0,[]
jrsmith,1,0,[]
lebronjames,1,0,[]
cavsvswarriors,1,0,[]
박지성스폐셜,1,0,[]
warriorsvspelicansgame2,1,0,[]
pelicansvswarriorsgame2,1,0,[]
마르셀루,1,1,['레알마르셀루']
마티치,1,1,['마티치스폐셜']
박철순,1,1,['ob박철순']
ob박철순,1,0,[]
warriorsvsnets,1,1,['gswarriorsvsnetsfullgamehighlights']
김진야,1,0,[]
베트남비텍스코,1,0,[]
축구열풍,1,0,[]
afcu23,1,0,[]
final,1,6,"['2018nbafinals', 'semifinalgame4', '2019finalsgame3cavswarriorsfullhighlights', 'nbaplayoffsconferencesemifinals', 'gmae7westfinalsgullhighlights', 'nbafinals']"
길거리,1,2,"['베트남길거리음식', '길거리반응']"
베트남오토바이,1,0,[]
박항서현지반응,1,0,[]
베트남피시방,1,0,[]
박항서열풍,1,0,[]
정현맞상대,1,0,[]
여행지,1,0,[]
현지반응,1,1,['박항서현지반응']
세계랭킹2위,1,0,[]
준결승진출,1,0,[]
정현준결승상대,1,0,[]
tomasberdych,1,0,[]
그랜드슬램,1,1,['테니스그랜드슬램']
베트남문화,1,0,[]
박항서신드롬,1,0,[]
코이티비,1,0,[]
우즈베키스탄,1,1,['베트남우즈베키스탄']
간신,1,0,[]
정은채,1,0,[]
송스언,1,0,[]
thefact,1,0,[]
더팩트,1,0,[]
이욱,1,0,[]
럭키,1,0,[]
호치민,1,0,[]
피시방,1,1,['베트남피시방']
베트남길거리음식,1,0,[]
길거리반응,1,0,[]
맛집,1,0,[]
만원챌린지,1,0,[]
먹거리,1,0,[]
사이공,1,0,[]
테니스황제,1,0,[]
dudereallife,1,0,[]
kingsvscavaliers,1,1,['kingsvscavaliersfullgamehighlights']
clevelandcavaliersvssacramentokingshighlights,1,0,[]
goldenstatewarriorsvsnewyorkknickshighlights,1,0,[]
gswarriorsvsknicks,1,1,['gswarriorsvsknicksfullgamehighlights']
goldenstatewarriorsvsnewyorkknicksfullgamehighlights,1,0,[]
gswarriorsvsknicksfullgamehighlights,1,0,[]
knicksvswarriors,1,0,[]
cavaliersvskings,1,1,['cavaliersvskingsfullgamehighlights']
clevelandcavaliersvssacramentokingsfullgamehighlights,1,0,[]
sacramentokings,1,2,"['clevelandcavaliersvssacramentokingshighlights', 'clevelandcavaliersvssacramentokingsfullgamehighlights']"
everyday,1,0,[]
테니스샌드그렌테니스,1,0,[]
8강진출,1,0,[]
cavsvskings,1,0,[]
세계랭킹1위,1,0,[]
패더러,1,0,[]
kings,1,8,"['kingsvscavaliers', 'clevelandcavaliersvssacramentokingshighlights', 'cavaliersvskings', 'clevelandcavaliersvssacramentokingsfullgamehighlights', 'sacramentokings', 'cavsvskings', 'cavaliersvskingsfullgamehighlights', 'kingsvscavaliersfullgamehighlights']"
cavaliersvskingsfullgamehighlights,1,0,[]
goldenstatevsknicks,1,0,[]
knicksvsgswarriorsfullgamehighlights,1,0,[]
#u23,1,2,"['#u23qatar', '#u23vi?tnam']"
#u23qatar,1,0,[]
banana,1,0,[]
reallifetricks,1,0,[]
dudes,1,0,[]
crazytricks,1,0,[]
mailtoss,1,0,[]
realtricks,1,0,[]
#u23vi?tnam,1,0,[]
#win,1,0,[]
#vietnamhighlights,1,0,[]
#4-3,1,0,[]
#reaction,1,0,[]
#vi?tnamwinqatar,1,0,[]
#champion,1,0,[]
#vi?tnamwin,1,1,['#vi?tnamwinqatar']
#highlight,1,0,[]
불어라미풍아,1,0,[]
인간중독,1,0,[]
w재단,1,0,[]
magic,1,8,"['cavaliersvsmagicfullgamehighlights', 'clevelandcavaliersvsorlandomagicfullgamehighlights', 'magicvscavaliers', 'orlandomagic', 'magicvscavaliersfullgamehighlights', 'cavaliersvsmagic', 'cavsvsmagic', 'clevelandcavaliersvsorlandomagichighlight']"
cavaliersvsmagicfullgamehighlights,1,0,[]
clevelandcavaliersvsorlandomagicfullgamehighlights,1,0,[]
magicvscavaliers,1,1,['magicvscavaliersfullgamehighlights']
orlandomagic,1,2,"['clevelandcavaliersvsorlandomagicfullgamehighlights', 'clevelandcavaliersvsorlandomagichighlight']"
magicvscavaliersfullgamehighlights,1,0,[]
cavaliersvsmagic,1,1,['cavaliersvsmagicfullgamehighlights']
cavsvsmagic,1,0,[]
clevelandvsorlando,1,0,[]
스포츠서울,1,0,[]
clevelandcavaliersvsorlandomagichighlight,1,0,[]
복싱명장면,1,0,[]
타이슨,1,2,"['타이슨ko', '타이슨하이라이트']"
타이슨ko,1,0,[]
타이슨하이라이트,1,0,[]
핵주먹ko,1,0,[]
돌,1,4,"['평창아이돌', '오승환돌직구', '돌파', '마르셀로돌파']"
미사모쯔한국어,1,0,[]
비스토리,1,0,[]
misamozi,1,0,[]
중국어,1,0,[]
굿나잇,1,0,[]
중국인,1,0,[]
문화,1,2,"['베트남문화', '일본문화']"
라이키,1,0,[]
우아하게,1,0,[]
teaser,1,0,[]
한국인,1,0,[]
日?,1,0,[]
미사나,1,0,[]
m,1,382,"['gamehighlights', 'mlg', 'mlghighlights', 'mlb', 'homerun', 'mls', 'stadium', 'amazing', 'gamst', 'gamtube', 'u23vi?tnam', 'kiminjik', 'bgam', 'vi?tnam', 'game', 'fullgamehighlights', 'vietnamfootball', 'vpfmedia', 'bongđanam', 'olympics', 'worldchampionship', 'olympicwintersport', 'womeninsport', 'worldwomen’schampionshipswomen’sworldchampionship', 'realmadrid', 'winterolympicsport', 'women’scurling', 'championships', 'vietnam', 'mbcsportsplus', 'bongđavi?tnam', 'mbc스포츠플러스', 'đ?ituy?nvi?tnam', 'games', 'touslesbutsetmomentsforts', 'allgoals&highlightscommentary', 'allemaloghøydepunkterkommentar', 'alletore&highlightsmitkommentar', 'afcchampionsleague', 'tuttiigoleglihighlightscommentati', 'yunakim', 'todoslosgolesyresumencompleto', 'clevelandcavaliersvsbostoncelticsfullgamehighlights', 'celticsvscavaliersfullgamehighlights', 'u23vietnam', 'dalmoon', 'emilysweeney', 'emilysweeneyinjury', 'ramos', 'cavaliersvscelticsfullgamehighlights', 'raptorsvscavaliersfullgamehighlights', 'clevelandcavaliersvstorontoraptorsfullgamehighlights', 'đtu23vi?tnam', 'cavaliersvsraptorsfullgamehighlights', 'đ?ituy?nu23vi?tnam', 'pelicansvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsneworleanspelicansfullgamehighlights', 'gswarriorsvspelicansfullgamehighlights', 'champion', 'paraolympics', 'james', 'olympic', 'clevelandcavaliersvsgoldenstatewarriorsfullgamehighlights', 'lionelmessi', 'bgm', 'carom', 'pyeongchangolympics', 'paralympics', 'gswarriorsvsspursfullgamehighlights', 'championship', 'goldenstatewarriorsvssanantoniospursfullgamehighlights', 'spursvsgswarriorsfullgamehighlights', 'sp:ti:home=ne', 'americanfootball', 'neymar', 'clevelandcavaliersvsindianapacersfullgamehighlights', 'vi?tnamvođ?ch', 'mlb2018highlights', 'mlb2018', 'mlbplays', 'mlbhighlights2018', 'cavaliersvspacersfullgamehighlights', 'baseballgame', 'mlbtheshow', 'pacersvscavaliersfullgamehighlights', 'olympicchampion', 'warriorsvscelticsfullgamehighlights', 'worldchampion', 'unitednationsgeneralassembly', 'dawkinsmta', 'mustwatch', 'mlbgame', 'kisum', 'kimyuna', 'amendola', 'time100hero', 'cavaliersvscelticsgame1', 'celticsvscavaliersgame1', 'semifinalgame4', 'kimyeonkoung', 'warriorsvspelicansgame4', 'pelicansvswarriorsgame4', 'monica', 'mlbhighlights', 'champ', 'zlatanibrahimovicdebut', 'vi?tnamvsafghanistan', 'mc', 'nam', 'myanmar', 'zlatanibrahimovicgoals', 'ibrahimovic', 'zlatanibrahimovic', 'lagalaxyzlatanibrahimovic', 'tottenham', 'malaysia', 'goldenstatewarriorsvsbostoncelticsfullgamehighlights', 'oklahomacitythunder', 'u23vi?tnamvsu23iraq', 'miguelrodrigo', 'fall7timescueup8', 'jojungmin', 'cavaliersvshawksfullgamehighlights', 'aimeecho', 'songlamngh?an', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'lampard', 'germanyvsfrancefullmatch-highlights&goals', 'celticsvsbucksfullgamehighlights', 'bucksvscelticsfullgamehighlights', 'livestream', 'germany', 'milwaukeebucks', 'oklahomacityvsgoldenstate', 'gswarriorsvsokcthunderfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'majorleaguebaseball', 'majorleague', 'okcthundervsgswarriorsfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'gmtv', 'grandsmatchstv', 'nepalvszimbabwe', 'sandeeplamichhane', 'khaiman', 'minhv??ng', 'november', 'basantregmi', 'commentary', 'sompalkami', 'mk빌리어드뉴스', 'kimchibilliard', 'rohitkumar', 'gyanendramalla', 'sergioramos', 'cavaliersvspacersgame2', 'pacersvscavaliersgame2', 'charleshamelin', 'valeriemaltias', 'minjeongchoi', 'kimboutin', 'vietnamsoccer', 'newsroom', 'u23vi?tnamvsu23qatar', 'mukbang', 'mina', 'momo', 'computer', 'familyfriendly', 'family', 'kimdo-hoon', 'kimseung-jun', 'dallasmavericks', 'mavericksvsgswarriorsfullgamehighlights', 'warriorsvsmavericks', 'warriorsvscavaliersfullgamehighlights', 'cavaliersvswarriorsfullgamehighlights', 'kimgeon-ung', 'goldenstatewarriorsvsdallasmavericksfullgamehighlights', 'shuhmyeong', 'gswarriorsvsmavericksfullgamehighlights', 'mavericks', 'mavericksvswarriors', 'goldenstatewarriorsvsdallasmaverickshighlights', 'cavaliersvsgswarriorsfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vi?tnam-u23iraq', 'golfwithaimee', 'amy', 'aimee', 'resumengoles', 'raptorsvscavsgame2', '일본반응평창개막식개회식김연아yunakim드론오륜기안정환', 'cavaliersvsraptorsgame1', 'raptorsvscavaliersgame2', 'cavaliersvsraptorsgame2', 'amycho', 'golfwithamy', 'sanm?đinhhan?ikho?ng', 'traogi?it?isanm?', '36m', 'm?đinhhan?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng', 'traogi?it?isanm?đinh', 'bostoncelticsvsmilwaukeebuckshighlights', 'celticsvscavaliersgame2', 'milwaukeevsboston', 'celticsvsbucksgame4', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'bucksvscelticsgame4', 'bostoncelticsvsmilwaukeebucksfullgamehighlights', 'cavaliersvscelticsgame2', 'raptorsvscavsgame4fullgamehighlights', 'game3fullhighlights', '2019finalsgame3cavswarriorsfullhighlights', 'milwaukeebucksvsbostoncelticshighlights', 'modric', 'marcelo', 'pacersvscavaliersgame5', 'cavaliersvspacersgame5', 'warriorsvsrocketsgame1', 'rocketsvswarriorsgame1', 'rocketsvsgswarriorsfullgamehighlights', 'game1', 'gswarriorsvsrocketsfullgamehighlights', 'bostonvsmilwaukee', 'goldenstatewarriorsvshoustonrocketsfullgamehighlights', 'nbaplayoffsconferencesemifinals', '정소미fall7timescueup8', 'milwaukee', 'mimi', 'jojeongmin', '7전8큐시즌2ifall7timescueup8season2', 'spursvswarriorsgame5highlights', 'warriorsvsspursgame5', 'spursvswarriorsgame5', 'jeongsomin', 'sixersvscelticsfullgamehighlights', 'sixersvscelticsgame3', 'celticsvssixersgame3', 'championsleage', 'muller', 'madrid', 'halamadrid', 'munchen', 'pelicansvswarriorsgame1', 'warriorsvspelicansgame1', 'bostoncelticsvsphiladelphiasixersfullgamehighlights', 'celticsvssixersfullgamehighlights', 'game7houstonrocketsvsgoldenstate', 'gmae7westfinalsgullhighlights', 'jamesharden', 'klaythompson', 'warriorsvsrocketsgame7highlights', 'game2', 'fullgamehighlightsgame7', 'cavaliersvswarriorsgame1', 'warriorsvscavaliersgame1', 'jrsmith', 'lebronjames', 'warriorsvspelicansgame2', 'pelicansvswarriorsgame2', 'tomasberdych', 'clevelandcavaliersvssacramentokingshighlights', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'gswarriorsvsknicksfullgamehighlights', 'clevelandcavaliersvssacramentokingsfullgamehighlights', 'sacramentokings', 'cavaliersvskingsfullgamehighlights', 'knicksvsgswarriorsfullgamehighlights', 'mailtoss', '#u23vi?tnam', '#vietnamhighlights', '#vi?tnamwinqatar', '#champion', '#vi?tnamwin', 'magic', 'cavaliersvsmagicfullgamehighlights', 'clevelandcavaliersvsorlandomagicfullgamehighlights', 'magicvscavaliers', 'orlandomagic', 'magicvscavaliersfullgamehighlights', 'cavaliersvsmagic', 'cavsvsmagic', 'clevelandcavaliersvsorlandomagichighlight', 'misamozi', 'sanm?đinhhan?ikho?ng45', 'mv', 'manchesterunited', 'celticsvsgswarriorsfullgamehighlights', 'bostoncelticsvsgoldenstatewarriorsfullgamehighlights', 'gswarriorsvscelticsfullgamehighlights', '설렌다me', 'kingsvscavaliersfullgamehighlights', 'clevelandvssacramento', 'amateur', 'warriorsvsbullsfullgamehighlights', 'bullsvswarriorsfullgamehighlights', 'goldenstatewarriorsvschicagobullsfullgamehighlights', 'jackiemt', 'angrymoments', 'messi', 'u23vietnamvsu23hanquoc', 'hawksvscavaliersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', 'sixersvscavaliersfullgamehighlights', 'cavaliersvssixersfullgamehighlights', 'postgamehighlights', 'amendolas', 'champions', 'mua', 'oklahomacity', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'thundervscavaliersfullgamehighlights', 'cavaliersvsthunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'clevelandvsoklahomacity', 'm-150cup', 'minh', 'toanc?nhchi?nth?ngl?chs?c?au23vi?tnam', 'u23vi?tnamvaobank?tu23chaua', 'u23vietnamlamnenl?chs?', 'u23vietnamvsu23iraq', 'ph?mm?nhhung', 'osmar', 'm?', 'nguyenm?nh', 'ph?mxuanm?nh', 'liverpoolvssouthampton3-0', 'liverpoolvssouthampton', 'griezmann', 'southampton', 'atleticomadrid', 'atleticomadridvsrealmadrid0-0', 'atleticomadridhighlights', 'atleticomadridvsrealmadridallgoals', 'atleticomadridvsrealmadrid2017', 'atleticomadridvsrealmadrid', 'benzema', 'atleticomadridvsrealmadridhighlights', 'namđ?nh', 'cavaliersvsknicksfullgamehighlights', 'silenttreatment', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights', 'gswarriorsvshawksfullgamehighlights', 'hawksvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights', 'heung-min', 'cavaliersvshornetsfullgamehighlights', 'clevelandcavaliersvscharlottehornetsfullgamehighlights', 'sonheung-min', 'tph?chiminh', 'murillo', 'becamexbinhd??ng', 'messigoal', 'olympicgames', 'goldenstatewarriorsvsmiamiheatfullgamehighlights', 'warriorsvsheatfullgamehighlights', 'miami', 'goldenstatevsmiami', 'goldenstatewarriorsvsmiamiheathighlights', 'miamiheat', 'openingceremony', 'wintergames', 'nuggetsvscavaliersfullgamehighlights', 'clevelandcavaliersvsdenvernuggetsfullgamehighlights', 'cavaliersvsnuggetsfullgamehighlights', 'netsvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsbrooklynnetsfullgamehighlights', 'chuđinhnghiem', 'duym?nh', 'realmadridvsatletico0-0', 'realmadridhighlights', 'gswarriorsvsnetsfullgamehighlights', 'qu?ngnamvođ?ch', 'manchester', 'preimere', 'smu', 'minds', 'kimsoo-ro']"
노사노라,1,0,[]
사나,1,5,"['미사나', '미나토자키사나', '사나짱', '애교사나', '사나버전']"
일본문화,1,0,[]
일본인,1,0,[]
멤버,1,0,[]
잘자요,1,0,[]
traogi?it?isan,1,2,"['traogi?it?isanm?', 'traogi?it?isanm?đinh']"
sanm?đinhhan?ikho?ng45,1,0,[]
미나토자키사나,1,0,[]
너무해,1,0,[]
사나짱,1,0,[]
mv,1,10,"['vi?tnamvođ?ch', 'vi?tnamvsafghanistan', 'u23vi?tnamvsu23iraq', 'u23vi?tnamvsu23qatar', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vietnamvsu23hanquoc', 'u23vi?tnamvaobank?tu23chaua', 'u23vietnamvsu23iraq', 'qu?ngnamvođ?ch']"
쯔위,1,0,[]
version,1,0,[]
일본어,1,0,[]
모모,1,0,[]
jyp,1,0,[]
日本人,1,0,[]
베트남조별리그,1,0,[]
마리텔,1,0,[]
japanese,1,0,[]
